job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level
223,Software Engineer,Retail,Japan,2020,38.86,42.48,61.6,52562.97,58852.82,11.97,-1.1,59.88,0.52,5
224,Mechanical Engineer,Healthcare,India,2022,63.27,51.51,74.57,54297.67,53640.95,-1.21,9.2,39.42,14.89,3
225,Teacher,Healthcare,Germany,2021,31.39,36.12,99.63,74197.14,87010.72,17.27,1.0,89.76,59.3,5
226,Mechanical Engineer,Retail,UK,2022,37.41,36.1,69.56,30386.19,25750.3,-15.26,17.63,81.48,9.3,4
227,HR Manager,Education,India,2023,51.17,50.78,64.23,37782.43,43608.9,15.42,25.06,60.46,60.35,1
228,Accountant,Manufacturing,Singapore,2026,57.35,64.35,26.98,129005.93,118450.68,-8.18,4.97,15.27,33.42,5
229,Mechanical Engineer,Finance,Singapore,2020,64.94,70.34,78.86,92072.29,81560.49,-11.42,3.06,39.54,43.4,3
230,Financial Analyst,Finance,Japan,2022,16.2,14.39,59.82,118279.57,106165.54,-10.24,23.54,67.26,78.57,3
231,Marketing Specialist,Transportation,Australia,2020,18.28,17.62,83.98,76059.95,90394.11,18.85,20.43,26.6,36.22,2
232,Truck Driver,Technology,Brazil,2022,48.42,39.24,2.42,129803.65,131632.4,1.41,-12.68,36.89,94.07,5
233,Customer Support Rep,Finance,Japan,2025,43.15,41.94,87.27,131032.03,137761.83,5.14,-0.33,51.24,48.3,3
234,Teacher,Finance,UK,2020,19.34,16.1,72.79,89575.34,104456.12,16.61,0.43,78.9,15.89,1
235,HR Manager,Energy,India,2020,52.72,45.03,75.14,108834.62,107744.6,-1.0,2.96,33.55,24.7,2
236,Financial Analyst,Healthcare,Singapore,2023,73.44,66.08,27.19,121127.79,139208.4,14.93,2.29,15.88,48.76,3
237,Financial Analyst,Transportation,UK,2023,12.35,10.19,90.64,46709.44,35385.95,-24.24,13.84,41.26,89.98,1
238,Truck Driver,Transportation,Canada,2020,26.53,28.27,96.34,97220.18,82029.08,-15.63,-0.29,75.77,98.13,3
239,Customer Support Rep,Energy,Japan,2021,42.96,45.61,19.81,97839.63,102403.16,4.66,4.64,64.77,34.95,3
240,Data Analyst,Education,Brazil,2025,7.99,6.87,22.53,60116.0,61321.74,2.01,16.49,57.11,11.48,3
241,Software Engineer,Transportation,Canada,2021,60.21,65.58,6.77,114940.21,105427.87,-8.28,5.86,51.25,48.47,1
242,Truck Driver,Finance,Germany,2025,36.6,43.13,85.0,110282.68,84223.63,-23.63,-5.1,68.59,54.54,5
243,Software Engineer,Technology,Australia,2021,5.0,5.03,80.64,85108.79,79611.06,-6.46,-2.99,24.82,33.02,2
244,Marketing Specialist,Manufacturing,India,2026,62.97,63.46,20.49,135339.61,131390.25,-2.92,-10.63,98.65,77.2,5
245,Customer Support Rep,Manufacturing,Germany,2022,26.9,22.22,46.39,139106.42,136595.83,-1.8,36.93,19.49,65.68,2
246,Marketing Specialist,Technology,Canada,2026,67.55,64.32,77.56,145737.2,147387.97,1.13,-9.38,35.84,79.29,2
247,Accountant,Retail,UK,2020,50.43,53.15,79.79,77516.46,78042.45,0.68,13.53,24.22,69.59,1
248,Accountant,Technology,Australia,2026,65.53,60.73,85.72,138737.19,134092.61,-3.35,0.96,26.58,89.4,2
249,Marketing Specialist,Education,USA,2021,55.8,48.04,44.03,103835.76,104087.25,0.24,19.12,97.04,41.78,3
250,Software Engineer,Healthcare,Singapore,2024,68.89,73.51,63.47,49914.59,48980.46,-1.87,14.86,24.6,1.26,1
251,Data Analyst,Energy,Japan,2026,39.18,39.61,71.94,136830.97,139490.75,1.94,1.47,26.87,85.82,3
252,Financial Analyst,Finance,Japan,2024,67.33,68.43,71.02,67722.01,76641.78,13.17,3.82,51.33,35.78,2
253,Marketing Specialist,Technology,Brazil,2022,44.59,50.45,33.52,50851.39,55126.06,8.41,10.47,19.06,23.99,4
254,Software Engineer,Technology,Japan,2026,9.94,9.33,45.04,119859.16,134447.92,12.17,20.21,41.71,84.14,4
255,Teacher,Finance,Japan,2025,42.99,51.23,63.41,45151.77,39828.2,-11.79,16.88,71.77,6.96,4
256,Data Analyst,Finance,Australia,2024,12.24,13.98,22.72,130444.94,141810.57,8.71,-8.46,72.47,51.27,2
257,Data Analyst,Healthcare,Canada,2024,21.37,18.92,3.32,66473.57,69889.7,5.14,6.8,88.41,76.61,5
258,Financial Analyst,Education,Singapore,2024,65.19,69.49,26.03,138863.4,148202.99,6.73,24.0,19.99,44.71,5
259,HR Manager,Energy,Brazil,2024,42.23,48.38,54.66,75648.07,71598.41,-5.35,4.09,76.59,91.81,4
260,Data Analyst,Finance,Brazil,2025,19.6,22.41,29.22,139292.42,149583.49,7.39,11.15,11.62,96.28,2
261,Teacher,Energy,Germany,2023,60.87,56.11,82.94,63782.54,66125.2,3.67,23.38,18.69,24.19,3
262,Truck Driver,Transportation,Singapore,2025,25.87,25.55,30.13,101802.9,91076.11,-10.54,-5.68,76.89,4.81,1
263,Mechanical Engineer,Transportation,Australia,2025,73.2,83.52,66.78,101186.59,100129.7,-1.04,3.31,81.51,3.47,3
264,Mechanical Engineer,Healthcare,Japan,2020,50.8,60.86,85.57,92573.48,83988.65,-9.27,7.38,18.45,90.96,1
265,Data Analyst,Finance,Singapore,2020,46.84,53.01,87.9,98612.68,71955.38,-27.03,11.78,38.53,43.46,3
266,Accountant,Technology,Brazil,2024,64.17,66.79,89.25,83205.6,96620.66,16.12,18.15,63.25,70.26,3
267,Data Analyst,Transportation,Australia,2026,16.62,16.7,10.42,76141.36,92671.21,21.71,3.24,95.55,60.07,4
268,Software Engineer,Retail,Canada,2022,52.05,52.18,63.41,38511.87,35652.47,-7.42,-8.2,52.52,4.56,1
269,Marketing Specialist,Manufacturing,UK,2025,19.8,18.03,97.15,69761.64,59950.94,-14.06,4.17,64.97,28.07,4
270,Customer Support Rep,Finance,Australia,2026,39.49,39.75,0.55,30919.68,29963.62,-3.09,-2.52,82.23,57.2,5
271,Mechanical Engineer,Finance,Canada,2024,45.89,42.1,93.18,77641.8,79297.1,2.13,-2.52,20.25,34.52,2
272,Teacher,Technology,Canada,2020,45.52,52.33,49.35,114271.05,106176.01,-7.08,-10.14,47.96,41.1,2
273,HR Manager,Retail,Australia,2022,73.53,79.83,60.79,67124.73,63882.19,-4.83,6.47,33.18,5.95,1
274,Accountant,Healthcare,Singapore,2020,52.27,56.17,11.45,76060.67,59693.81,-21.52,-2.19,20.89,41.89,2
275,Software Engineer,Finance,Brazil,2021,52.58,43.56,8.02,72572.56,73796.53,1.69,9.42,71.08,36.19,4
276,Teacher,Energy,Australia,2021,51.56,41.45,63.61,139594.43,152899.69,9.53,7.87,75.16,12.06,3
277,HR Manager,Education,India,2020,73.17,60.48,53.4,47056.45,46900.09,-0.33,2.92,36.55,48.6,2
278,Accountant,Technology,India,2022,50.4,41.21,12.3,97037.09,109319.15,12.66,-3.66,68.71,84.56,4
279,Teacher,Energy,Japan,2023,58.47,56.84,67.3,63045.74,69353.99,10.01,-1.71,50.18,79.84,3
280,Customer Support Rep,Finance,Australia,2023,82.57,94.38,91.66,81718.23,88202.48,7.93,-12.49,43.41,60.11,1
281,HR Manager,Energy,Brazil,2025,59.39,63.87,37.46,50023.22,44492.13,-11.06,2.85,90.11,34.59,3
282,Software Engineer,Manufacturing,Singapore,2024,10.81,8.76,64.58,106428.28,100445.22,-5.62,2.91,46.87,31.12,1
283,Software Engineer,Manufacturing,Canada,2021,47.4,49.4,36.46,56147.11,55998.85,-0.26,7.8,71.94,14.06,2
284,HR Manager,Retail,Australia,2020,43.99,35.68,50.55,145682.09,139324.73,-4.36,3.9,12.79,38.8,1
285,Truck Driver,Transportation,UK,2021,36.2,29.3,75.62,85022.76,89791.85,5.61,2.05,20.45,95.59,4
286,Financial Analyst,Manufacturing,Brazil,2024,31.98,36.95,60.29,129204.88,127818.49,-1.07,9.48,44.7,34.04,3
287,Data Analyst,Transportation,USA,2023,37.9,32.66,55.37,95004.58,101066.36,6.38,10.01,49.64,30.23,1
288,Truck Driver,Finance,Australia,2024,43.15,37.88,5.76,71093.76,57022.17,-19.79,12.48,62.24,13.92,4
289,Marketing Specialist,Transportation,Singapore,2022,41.08,43.16,48.89,78213.46,86824.44,11.01,24.58,65.86,20.13,1
290,Teacher,Technology,Australia,2021,37.66,30.72,47.55,95162.95,97577.61,2.54,9.68,58.0,87.0,5
291,Truck Driver,Education,India,2023,34.15,38.11,12.48,125305.28,133093.9,6.22,1.3,94.96,14.88,1
292,Customer Support Rep,Transportation,Singapore,2024,57.39,68.43,48.34,133625.7,109933.43,-17.73,17.62,35.72,20.32,1
293,Teacher,Retail,Australia,2021,63.33,60.45,51.13,89079.06,98486.31,10.56,7.23,98.27,40.76,3
294,Accountant,Finance,Brazil,2025,67.93,75.11,57.35,144725.66,141869.66,-1.97,3.49,86.86,43.91,1
295,Financial Analyst,Manufacturing,Australia,2022,69.29,80.18,6.25,136015.77,144089.08,5.94,-24.4,66.39,92.64,2
296,Customer Support Rep,Finance,UK,2022,26.34,26.09,68.77,116724.83,107703.43,-7.73,9.07,36.95,35.87,2
297,Accountant,Healthcare,India,2021,66.31,60.44,21.07,144893.76,158703.95,9.53,10.13,36.52,1.43,4
298,Truck Driver,Energy,Australia,2026,76.65,86.9,74.05,47142.03,50915.33,8.0,12.54,69.27,76.61,3
299,Accountant,Energy,India,2023,69.21,72.36,8.86,88515.34,87071.94,-1.63,-2.45,46.64,6.6,4
300,HR Manager,Retail,USA,2022,34.42,29.06,80.82,143722.56,116507.05,-18.94,7.13,16.92,50.06,5
301,Data Analyst,Retail,Japan,2023,55.62,60.22,5.02,38748.22,32519.21,-16.08,-2.63,30.91,28.1,1
302,Software Engineer,Education,Canada,2020,56.24,65.9,40.51,138733.32,135063.62,-2.65,-15.04,30.34,64.05,1
303,Marketing Specialist,Transportation,Japan,2024,78.53,81.78,35.78,107738.09,75206.45,-30.2,6.84,62.73,62.48,5
304,Software Engineer,Energy,Germany,2022,5.02,5.39,24.19,115674.32,121184.55,4.76,10.05,59.73,52.02,5
305,Truck Driver,Healthcare,USA,2023,35.0,38.86,27.14,89603.45,83378.58,-6.95,0.91,66.66,5.43,1
306,Mechanical Engineer,Finance,Brazil,2025,62.41,57.85,0.01,91335.5,88340.65,-3.28,6.55,85.54,0.38,2
307,Software Engineer,Manufacturing,Japan,2023,17.28,18.94,31.63,42227.09,36543.87,-13.46,-3.19,85.84,31.33,5
308,Financial Analyst,Healthcare,Australia,2022,65.23,75.45,43.38,139193.18,144628.18,3.9,3.97,18.04,68.7,3
309,Teacher,Transportation,Australia,2025,44.57,42.56,63.27,114462.85,125513.07,9.65,17.36,96.94,76.1,5
310,Software Engineer,Education,India,2022,66.55,71.95,29.81,42643.79,45269.67,6.16,17.04,14.34,36.01,1
311,Financial Analyst,Transportation,Canada,2022,76.98,76.99,43.27,84923.95,80248.58,-5.51,-7.21,43.28,5.24,5
312,Accountant,Education,India,2024,63.73,61.6,82.22,132041.76,140257.49,6.22,-6.39,52.51,88.02,2
313,Mechanical Engineer,Retail,Singapore,2021,25.1,26.89,60.78,65436.18,67899.26,3.76,-4.02,76.47,31.56,5
314,Data Analyst,Retail,Brazil,2023,45.14,43.24,71.32,53905.83,52134.39,-3.29,11.03,43.1,5.81,3
315,Accountant,Finance,Singapore,2024,17.81,17.92,26.76,130257.63,127279.94,-2.29,-4.94,54.36,40.43,3
316,Software Engineer,Education,Canada,2021,37.17,38.58,0.99,85691.42,85883.93,0.22,10.47,70.98,31.19,2
317,Mechanical Engineer,Energy,Germany,2021,64.18,71.19,52.13,147121.66,157020.9,6.73,10.92,20.82,26.56,2
318,Accountant,Finance,Canada,2026,11.23,10.3,77.31,92155.26,80736.24,-12.39,-9.68,10.12,29.98,1
319,Financial Analyst,Technology,Australia,2026,55.25,65.73,84.71,32831.4,33400.5,1.73,7.44,80.23,45.8,5
320,Accountant,Transportation,UK,2021,37.86,34.88,6.57,57388.24,56795.68,-1.03,-11.43,77.27,47.38,2
321,Marketing Specialist,Healthcare,Japan,2020,14.05,16.62,94.27,124222.75,124482.2,0.21,7.31,96.65,7.56,4
322,Mechanical Engineer,Manufacturing,Japan,2024,35.6,31.69,19.58,46896.35,52906.8,12.82,10.58,62.05,14.7,3
323,Truck Driver,Manufacturing,Brazil,2021,81.78,86.23,38.82,110895.64,101903.58,-8.11,-7.58,92.57,29.05,3
324,Truck Driver,Manufacturing,Australia,2025,57.9,66.93,70.77,37464.39,34335.58,-8.35,25.9,22.08,95.79,5
325,Truck Driver,Energy,Canada,2026,62.08,55.67,50.06,111554.44,109434.47,-1.9,1.43,82.63,45.97,4
326,Financial Analyst,Transportation,UK,2026,48.26,46.96,4.39,49889.97,42785.86,-14.24,2.33,14.5,84.36,2
327,Marketing Specialist,Healthcare,Canada,2020,78.68,87.91,85.38,59037.26,49602.37,-15.98,9.62,49.33,59.36,4
328,Mechanical Engineer,Finance,Brazil,2026,15.12,15.86,98.12,52812.92,55062.15,4.26,5.19,78.16,16.17,1
329,HR Manager,Finance,UK,2022,43.38,47.17,24.73,106873.82,96652.02,-9.56,9.72,60.86,77.16,4
330,Financial Analyst,Healthcare,Singapore,2020,44.92,36.16,0.9,72843.52,63735.11,-12.5,11.05,38.95,84.8,2
331,Truck Driver,Education,USA,2023,76.02,63.72,42.87,33500.37,40534.52,21.0,2.53,20.67,28.89,1
332,Teacher,Education,Germany,2023,37.85,44.2,99.33,35389.36,33091.27,-6.49,18.21,45.32,75.43,1
333,Mechanical Engineer,Manufacturing,USA,2022,74.29,87.69,57.71,72854.54,67866.7,-6.85,12.91,60.77,35.86,1
334,Mechanical Engineer,Healthcare,UK,2020,55.96,50.15,19.16,140188.69,140388.78,0.14,-4.54,29.88,3.89,3
335,Truck Driver,Healthcare,Japan,2023,27.52,23.95,86.68,63897.45,64574.09,1.06,10.84,49.3,58.01,5
336,Software Engineer,Finance,USA,2022,36.17,39.91,28.25,72366.05,70997.46,-1.89,14.22,80.23,47.63,2
337,Accountant,Transportation,India,2026,44.83,39.53,59.11,52336.31,56977.95,8.87,0.79,28.64,7.12,3
338,Customer Support Rep,Retail,India,2020,29.83,35.09,50.69,79129.45,82585.34,4.37,9.04,39.9,69.36,2
339,Teacher,Energy,India,2020,63.98,67.94,15.16,135105.97,111076.19,-17.79,8.2,48.27,3.76,4
340,Marketing Specialist,Technology,Brazil,2024,18.95,20.96,0.0,79987.9,74583.05,-6.76,5.34,97.58,22.61,2
341,Accountant,Retail,Singapore,2020,31.29,28.84,23.04,30176.86,32226.99,6.79,-6.49,76.77,84.84,5
342,Mechanical Engineer,Manufacturing,Singapore,2021,39.58,36.46,32.53,115514.56,110150.01,-4.64,9.62,43.38,90.19,1
343,Financial Analyst,Education,India,2024,66.47,79.36,75.42,77183.42,90604.85,17.39,14.79,17.06,54.45,5
344,Financial Analyst,Technology,Singapore,2026,59.65,51.71,78.06,100052.73,106560.66,6.5,-10.03,36.69,71.44,4
345,Software Engineer,Transportation,Australia,2022,53.13,44.68,51.39,91066.87,96592.1,6.07,3.17,84.48,69.72,1
346,Mechanical Engineer,Finance,Australia,2021,60.0,59.08,92.1,113351.45,120899.8,6.66,9.22,34.67,80.71,1
347,Marketing Specialist,Education,UK,2020,23.67,22.2,33.56,147423.06,153902.32,4.4,12.79,75.44,56.21,3
348,Financial Analyst,Education,UK,2026,76.3,76.18,38.05,49564.24,53011.62,6.96,13.49,44.59,2.52,4
349,Truck Driver,Healthcare,UK,2020,83.73,67.37,70.37,146430.85,124204.5,-15.18,1.43,73.44,81.71,4
350,Software Engineer,Retail,Germany,2020,38.25,45.4,5.17,90575.47,96905.14,6.99,9.21,26.13,80.0,2
351,Software Engineer,Education,Canada,2024,38.69,37.09,13.17,133835.49,127426.95,-4.79,-3.63,36.1,87.14,4
352,Financial Analyst,Energy,Canada,2020,57.09,63.86,25.05,104984.89,117708.47,12.12,7.61,91.55,1.22,2
353,HR Manager,Education,USA,2026,57.18,46.93,54.89,64515.93,57874.84,-10.29,-8.53,65.92,33.4,3
354,HR Manager,Finance,Australia,2023,61.29,58.95,6.84,124051.18,117404.5,-5.36,-12.07,71.69,33.25,4
355,Truck Driver,Transportation,Australia,2021,28.96,27.5,94.44,107008.13,118965.2,11.17,19.48,27.91,41.83,4
356,Truck Driver,Education,Brazil,2022,77.57,65.2,27.79,63158.29,65329.6,3.44,4.51,16.08,51.87,1
357,Teacher,Finance,Singapore,2024,22.56,26.8,11.33,78432.12,85414.14,8.9,15.35,48.05,34.65,2
358,Financial Analyst,Retail,Australia,2020,37.83,34.27,20.53,87964.76,79855.65,-9.22,-5.04,69.11,96.85,1
359,Mechanical Engineer,Retail,Canada,2023,52.25,43.41,7.56,144170.79,136289.26,-5.47,2.28,63.91,62.36,5
360,Teacher,Healthcare,Japan,2022,55.4,50.24,1.51,145801.84,157632.16,8.11,-6.48,73.6,61.0,4
361,Software Engineer,Education,Singapore,2022,21.9,19.9,59.77,133931.48,141317.48,5.51,8.41,28.24,58.76,1
362,Data Analyst,Transportation,Australia,2024,49.08,52.62,40.82,31847.39,26971.21,-15.31,10.14,50.52,95.76,2
363,Software Engineer,Healthcare,Japan,2020,27.93,31.73,18.85,110695.26,110434.55,-0.24,3.26,18.34,74.84,2
364,Data Analyst,Manufacturing,Australia,2022,64.02,62.33,25.87,82128.4,96497.45,17.5,18.81,67.39,24.2,4
365,Marketing Specialist,Technology,UK,2025,59.98,50.18,19.93,135296.41,124692.34,-7.84,-1.91,34.37,24.76,4
366,Mechanical Engineer,Education,Japan,2026,14.38,14.14,73.27,102807.81,96844.41,-5.8,7.39,95.63,83.85,1
367,Marketing Specialist,Healthcare,Brazil,2022,66.36,74.93,93.27,95310.48,99906.81,4.82,-7.38,76.86,73.79,4
368,Mechanical Engineer,Retail,Germany,2020,46.5,38.47,37.11,140491.99,155566.48,10.73,28.64,34.2,36.84,1
369,Accountant,Energy,Brazil,2023,72.67,77.51,78.74,84521.45,73207.36,-13.39,11.93,73.49,42.76,5
370,Data Analyst,Retail,Canada,2025,30.98,32.83,93.63,37680.76,35609.99,-5.5,13.6,49.95,2.19,4
371,Customer Support Rep,Retail,Japan,2021,46.07,46.12,5.62,88931.49,84546.07,-4.93,19.44,68.97,26.02,1
372,Accountant,Finance,Japan,2021,21.16,18.29,7.05,52277.6,56409.48,7.9,8.4,83.27,68.51,4
373,Data Analyst,Education,Australia,2025,7.73,7.08,30.98,59994.83,77687.88,29.49,17.45,42.12,35.38,1
374,Financial Analyst,Retail,Canada,2026,68.0,75.87,30.78,139654.61,137902.59,-1.25,8.28,41.9,50.56,2
375,Accountant,Education,Brazil,2021,75.88,87.3,10.26,77127.69,78479.05,1.75,34.85,27.45,85.88,1
376,Customer Support Rep,Healthcare,Germany,2026,72.39,82.17,85.88,119802.7,144440.65,20.57,-6.31,24.43,67.36,4
377,Software Engineer,Education,Brazil,2024,12.55,13.52,22.96,44106.16,48410.11,9.76,14.18,56.34,16.14,3
378,Truck Driver,Healthcare,India,2020,30.85,24.92,16.57,136902.66,127188.33,-7.1,-7.59,19.48,22.24,3
379,Teacher,Energy,Brazil,2023,46.35,48.34,24.54,36927.86,31840.61,-13.78,-0.65,29.76,95.99,4
380,Marketing Specialist,Finance,UK,2022,53.14,54.35,41.58,81473.32,96716.69,18.71,8.9,73.19,17.17,1
381,Truck Driver,Energy,Brazil,2022,60.01,57.89,87.05,105770.27,95046.27,-10.14,5.86,64.51,11.72,2
382,Financial Analyst,Healthcare,UK,2023,33.6,28.8,69.21,54750.25,59450.3,8.58,2.65,28.39,50.78,5
383,Software Engineer,Finance,Brazil,2021,29.35,23.69,79.28,38285.51,48319.35,26.21,-6.12,66.56,68.86,3
384,Accountant,Healthcare,Australia,2025,27.73,22.29,72.34,94278.79,97786.96,3.72,8.89,85.9,48.51,2
385,Mechanical Engineer,Retail,India,2022,33.35,37.24,45.13,52013.06,47851.82,-8.0,4.36,44.9,80.35,2
386,Financial Analyst,Retail,UK,2025,73.12,64.45,6.7,135282.05,146759.8,8.48,-17.47,97.13,6.66,3
387,Marketing Specialist,Finance,Brazil,2025,55.38,45.95,37.55,126457.75,102727.28,-18.77,11.2,29.81,35.05,2
388,Marketing Specialist,Healthcare,UK,2025,36.08,29.85,36.96,85708.62,93397.25,8.97,17.75,73.79,0.84,5
389,Marketing Specialist,Education,USA,2026,25.24,26.87,48.4,30637.62,32472.18,5.99,11.68,59.36,6.65,1
390,Data Analyst,Technology,Canada,2025,53.66,55.45,78.2,120209.64,121217.32,0.84,19.1,22.63,67.12,2
391,Marketing Specialist,Transportation,USA,2023,53.43,58.61,16.99,53397.02,54980.65,2.97,9.63,91.74,75.87,5
392,HR Manager,Retail,Japan,2021,51.8,54.99,88.91,99456.81,89187.66,-10.33,8.98,52.65,71.64,4
393,HR Manager,Energy,India,2025,28.97,25.52,31.38,58980.08,56794.82,-3.71,-9.06,91.71,50.71,1
394,Accountant,Energy,Singapore,2023,23.15,19.24,69.62,75935.85,79814.59,5.11,15.31,81.66,27.19,4
395,Customer Support Rep,Education,UK,2022,73.47,66.53,93.91,106364.91,93860.71,-11.76,-3.95,27.18,69.46,3
396,Mechanical Engineer,Transportation,UK,2026,25.31,26.27,26.46,109436.27,115480.44,5.52,11.26,78.48,18.77,3
397,Financial Analyst,Finance,Australia,2021,16.19,17.48,36.83,81881.55,84744.54,3.5,-10.65,13.51,66.68,4
398,Data Analyst,Retail,Japan,2021,22.61,26.21,88.81,69034.87,71347.94,3.35,8.16,32.41,57.67,2
399,Data Analyst,Technology,Canada,2023,5.0,4.19,99.89,69196.71,74433.44,7.57,11.12,87.22,99.76,5
400,Teacher,Manufacturing,UK,2026,26.9,21.96,41.12,45609.68,45430.4,-0.39,3.66,80.54,56.62,3
401,Marketing Specialist,Education,Germany,2026,31.89,33.86,23.2,31725.77,33699.34,6.22,18.29,78.61,3.89,2
402,Truck Driver,Energy,Japan,2022,83.6,87.6,56.34,104953.69,107570.27,2.49,15.45,62.29,99.07,4
403,Software Engineer,Finance,Singapore,2024,52.97,51.75,70.74,76707.66,80542.0,5.0,-8.99,93.54,92.91,4
404,Customer Support Rep,Manufacturing,Australia,2020,48.93,49.48,21.16,149475.73,158825.56,6.26,13.85,63.38,5.33,1
405,HR Manager,Energy,Japan,2022,41.83,44.76,67.75,74774.71,89449.9,19.63,5.04,72.74,64.86,5
406,Software Engineer,Finance,Singapore,2021,19.27,16.62,63.59,101916.25,107652.92,5.63,-3.8,50.97,66.78,3
407,Mechanical Engineer,Transportation,Australia,2020,68.62,59.55,1.91,123492.31,142685.0,15.54,13.54,85.43,80.28,4
408,Software Engineer,Manufacturing,Australia,2024,67.26,68.23,48.85,78226.46,80114.24,2.41,-6.51,34.93,92.13,3
409,Data Analyst,Transportation,Brazil,2023,40.82,42.34,35.49,36238.72,35970.75,-0.74,0.48,17.61,60.68,5
410,HR Manager,Finance,UK,2020,71.67,82.65,65.9,55347.82,58832.13,6.3,-3.04,35.79,80.26,4
411,Mechanical Engineer,Education,Brazil,2022,79.81,64.8,89.74,104715.66,104363.69,-0.34,9.55,86.26,6.24,2
412,Customer Support Rep,Transportation,Brazil,2020,48.47,40.07,97.53,128036.87,125401.11,-2.06,-2.47,16.39,21.08,1
413,Software Engineer,Healthcare,Australia,2026,16.06,15.86,26.86,42117.37,41038.41,-2.56,2.59,97.58,75.93,4
414,Financial Analyst,Energy,UK,2024,77.74,75.87,27.84,125795.18,110659.5,-12.03,-5.42,30.93,12.97,5
415,Accountant,Education,Australia,2021,27.95,26.33,67.4,37507.78,39739.6,5.95,-0.57,23.22,34.26,4
416,Marketing Specialist,Retail,Australia,2024,70.53,60.79,8.27,88144.56,93196.37,5.73,-12.86,82.34,13.71,5
417,Financial Analyst,Energy,Canada,2023,50.65,50.76,14.41,104879.82,103878.59,-0.95,-12.76,17.4,45.96,1
418,Mechanical Engineer,Education,India,2023,31.45,35.51,5.7,80232.87,94184.18,17.39,1.79,61.69,66.72,5
419,HR Manager,Technology,Japan,2022,64.39,73.72,31.39,94562.72,91925.53,-2.79,13.45,27.56,48.94,5
420,Marketing Specialist,Manufacturing,USA,2024,61.91,61.73,48.32,130587.65,143012.4,9.51,1.33,46.61,32.82,4
421,Accountant,Transportation,UK,2026,41.78,46.17,12.6,53570.31,63770.82,19.04,21.26,54.07,64.47,2
422,Software Engineer,Finance,Germany,2020,16.09,16.43,37.22,109400.07,111771.6,2.17,-5.97,26.67,27.86,4
423,Mechanical Engineer,Transportation,UK,2023,25.31,22.1,82.57,64284.91,57182.31,-11.05,7.21,43.71,79.77,2
424,Teacher,Energy,USA,2025,35.72,29.82,55.68,131414.5,124433.58,-5.31,9.84,70.55,22.05,2
425,Financial Analyst,Manufacturing,Brazil,2022,25.27,29.06,24.97,61589.68,64883.6,5.35,17.29,77.52,15.2,4
426,Financial Analyst,Transportation,Australia,2021,42.08,39.58,9.38,88335.66,80062.97,-9.37,-1.68,31.43,90.84,4
427,Financial Analyst,Education,Brazil,2022,42.76,42.19,76.06,48539.06,35202.93,-27.48,0.0,63.72,99.96,3
428,Marketing Specialist,Energy,Germany,2021,63.86,61.25,82.76,50485.0,51198.14,1.41,-16.31,65.36,91.06,3
429,Financial Analyst,Retail,Germany,2022,45.69,45.71,5.02,34189.39,27063.93,-20.84,22.25,85.53,16.07,3
430,Customer Support Rep,Energy,Australia,2023,26.75,26.2,23.75,35953.72,33904.96,-5.7,8.3,64.75,28.1,3
431,Financial Analyst,Retail,Canada,2020,22.14,21.08,80.14,77051.23,72926.41,-5.35,8.58,79.55,23.69,5
432,Financial Analyst,Transportation,Singapore,2026,57.42,58.93,92.91,76478.7,77228.71,0.98,17.96,79.77,23.44,3
433,Accountant,Retail,USA,2022,34.16,27.74,96.15,110144.15,108863.95,-1.16,7.15,65.03,67.85,1
434,Mechanical Engineer,Energy,Canada,2025,32.23,36.72,94.72,136182.61,124072.7,-8.89,14.55,35.35,96.34,4
435,Customer Support Rep,Manufacturing,Brazil,2022,25.72,27.94,70.62,104722.74,98397.69,-6.04,2.7,49.85,26.1,5
436,HR Manager,Healthcare,India,2024,34.04,38.59,93.55,52287.97,55636.91,6.4,3.09,15.56,9.24,5
